= Evis bin 1: 0 - 0.5GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear
MuonRecoResFD                 (-1) | -25.9        | 0.0152    | -23.8     | 0.261       | 0.0776    | -2.56     | 0         | 0.0923    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0923
MaCCQE                        ( 1) | 10.8         | -0.199    | 8.22      | 1.38        | 1.63      | 0         | 0.0732    | -0.303    | -0.464    | -0.0267   | -0.0267   | -0.0267   | -0.0477   | -0.073    | 0.0177    | 0.167
flux_Nov17_13                 ( 1) | 4.89         | -0.0127   | 2.5       | 0.968       | 1.35      | 0.623     | 0.0611    | -0.608    | -0.385    | -0.0532   | -0.00109  | -0.185    | -0.00592  | -0.014    | 0.00581   | 0.0147
MvCCRES                       ( 1) | 3.89         | 0.00115   | 3.22      | 0.306       | 0.351     | 0         | 0.0139    | -0.00257  | -0.102    | 0.0122    | 0.0122    | 0.0122    | 0.0189    | 0.131     | 0.00688   | -0.00775
flux_Nov17_14                 ( 1) | -3.04        | 0.0609    | -2.41     | 0.0405      | -0.39     | -0.412    | -0.0178   | 0.0872    | 0.136     | 0.0299    | 0.000876  | -0.0862   | -0.00468  | -0.00958  | 0.00599   | 0.0215
BeRPA_D                       (-1) | -2.97        | 0.016     | -2.3      | -0.35       | -0.359    | 0         | -0.0117   | 0.0374    | 0.0999    | 0.00198   | 0.00198   | 0.00198   | 0.00513   | -0.00337  | -0.00273  | -0.0529
RecoEnergyInvSqrtFD           ( 1) | -2.42        | 0.0258    | -0.374    | -0.505      | -0.609    | -0.324    | -0.0156   | -0.616    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.616
ChargedHadRecoUncorrInvSqrtFD ( 1) | -2.39        | -0.00203  | -0.753    | -0.38       | -0.614    | -0.324    | -0.0293   | -0.291    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.291
BeRPA_B                       ( 1) | 2.34         | -0.0877   | 1.65      | 0.377       | 0.556     | 0         | 0.00333   | -0.149    | -0.157    | -0.014    | -0.014    | -0.014    | -0.0229   | -0.0856   | 0.014     | 0.048
MaNCRES                       ( 1) | 1.77         | 0         | 0         | 0           | 0         | 1.99      | 0         | -0.228    | 0         | -0.228    | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrInvSqrtFD         (-1) | 1.69         | -0.0284   | 0.107     | 0.383       | 0.469     | 0.177     | 0         | 0.584     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.584
RecoEnergyScaleFD             ( 1) | -1.64        | 0.0195    | -0.306    | -0.25       | -0.367    | -0.265    | -0.0156   | -0.456    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.456
ChargedHadRecoUncorrFD        (-1) | 1.62         | -0.00276  | 0.744     | 0.255       | 0.334     | 0.147     | 0         | 0.144     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.144
flux_Nov17_10                 ( 1) | 1.58         | 0.00246   | 0.966     | 0.217       | 0.272     | 0.242     | 0.0169    | -0.137    | -0.0805   | -0.0199   | 4.85e-07  | -0.0371   | -4.77e-08 | 2.43e-06  | 1e-08     | 2.3e-07
nuenumu_xsec_ratio            (-1) | 1.41         | -0.134    | 0         | 0.503       | 0.595     | 0         | 0         | 0.442     | 0.716     | 0.716     | 0.716     | 0.716     | 0.716     | 0.716     | 0.476     | 0.682
BeRPA_A                       ( 1) | 1.39         | -0.203    | 0.832     | 0.403       | 0.571     | 0         | 0.0113    | -0.222    | -0.187    | -0.0122   | -0.0122   | -0.0122   | -0.0281   | -0.125    | 0.0303    | 0.0392
FrAbs_N                       (-1) | -1.29        | 0.000311  | -0.995    | 0.0088      | -0.118    | -0.137    | -0.0469   | 0.000997  | 0.0775    | 0.00708   | 0.016     | 0.016     | 0.0115    | 0.0167    | -0.00784  | -0.0233
EMRecoUncorrFD                ( 1) | -1.21        | 0.0305    | -0.0213   | -0.25       | -0.29     | -0.206    | 0         | -0.475    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.475
flux_Nov17_11                 (-1) | 1.2          | -0.00497  | 1.01      | 0.00904     | 0.16      | 0.0694    | -0.000742 | -0.0403   | -0.0517   | -0.000186 | 0.000293  | 0.0129    | 0.000544  | 0.00112   | -0.000328 | -0.000823
flux_Nov17_18                 ( 1) | 1.19         | -0.0204   | 1.17      | -0.0735     | -0.0411   | 0.11      | -0.00416  | 0.0429    | 0.0108    | -0.00257  | 0.00158   | 0.0344    | 0.00162   | 0.00592   | -0.000397 | 0.00248
ChargedHadRecoUncorrSqrtFD    (-1) | 1.14         | 0.000443  | 0.498     | 0.255       | 0.223     | 0.0884    | 0         | 0.0723    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0723
CCQEPauliSupViaKF             (-1) | 1.07         | -0.258    | 0.596     | 0.46        | 0.478     | 0         | 0.0154    | -0.22     | -0.172    | -0.0241   | -0.0241   | -0.0241   | -0.0437   | -0.166    | 0.0325    | 0.033
EMRecoResFD                   ( 1) | -1.07        | -0.00686  | 0.0416    | -0.393      | -0.202    | -0.0295   | 0         | -0.48     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.48
FrElas_N                      (-1) | 0.974        | -0.0245   | 0.665     | 0.143       | 0.133     | 0.00834   | -0.00445  | 0.0543    | 0.047     | 0.047     | 0.047     | 0.047     | 0.047     | 0.047     | 0.0735    | 0.0278
E2p2h_A_nu                    ( 1) | -0.934       | 0         | -0.0378   | -0.313      | -0.741    | 0         | 0         | 0.157     | 0.157     | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_19                 ( 1) | -0.924       | -0.0123   | -0.85     | 0.0169      | -0.0241   | -0.0702   | 0.00367   | 0.0116    | 0.00917   | -2.46e-05 | -0.0016   | 0.00206   | -0.0018   | -0.00626  | 0.00035   | -0.00148
EMRecoUncorrSqrtFD            (-1) | 0.764        | -0.0206   | 0.0613    | 0.129       | 0.225     | 0.059     | 0         | 0.311     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.311
FrAbs_pi                      ( 1) | 0.678        | 0.00358   | 0.411     | 0.226       | 0.227     | -0.381    | -0.0211   | 0.213     | -0.0929   | 0.00862   | -0.047    | -0.0469   | -0.0749   | 0.0538    | -0.0321   | 0.114
C12ToAr40_2p2hScaling_nubar   ( 1) | 0.671        | -0.0383   | 0.525     | 0.203       | 0         | 0         | 0         | -0.0186   | -0.00308  | -0.00308  | -0.00308  | -0.00308  | -0.00967  | -0.0431   | 0.00208   | 0.0228
C12ToAr40_2p2hScaling_nu      ( 1) | 0.652        | 0         | 0.343     | 0.122       | 0.257     | 0         | 0         | -0.07     | -0.07     | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArInvSqrtND      ( 1) | 0.638        | 0         | 0         | 0           | 0         | 0         | 0         | 0.638     | 0.131     | 0         | 0         | 0         | 0.501     | 0         | 0         | 0
MaCCRES                       ( 1) | 0.626        | -0.00154  | 0.515     | 0.0535      | 0.0618    | 0         | 0.0145    | -0.018    | -0.0283   | -0.00791  | -0.00791  | -0.00791  | -0.0056   | 0.014     | -0.0113   | -0.0184
flux_Nov17_9                  ( 1) | 0.625        | 0.0695    | 0.584     | -0.00256    | -0.0526   | 0.108     | 0.00105   | -0.0822   | 0.0154    | -0.0112   | 0.00169   | -0.0834   | 0.00228   | 0.00511   | -0.000787 | 0.00049
flux_Nov17_4                  ( 1) | 0.552        | -0.0121   | 0.158     | 0.221       | 0.252     | 0.0945    | 0.0123    | -0.174    | -0.0948   | -0.000221 | -0.00137  | -0.0828   | -0.00202  | -0.00336  | 0.000603  | -0.00041
flux_Nov17_16                 (-1) | 0.55         | 0.0703    | 0.222     | -0.0897     | 0.459     | 0.0859    | 0.0106    | -0.208    | -0.134    | -0.00811  | -0.00128  | -0.0656   | -0.000464 | -0.0031   | -0.0008   | -0.00484
ERecoScaleMuLArND             ( 1) | 0.543        | 0         | 0         | 0           | 0         | 0         | 0         | 0.543     | 0.118     | 0         | 0         | 0         | 0.421     | 0         | 0         | 0
RecoEnergySqrtFD              (-1) | 0.537        | -0.00845  | 0.13      | 0.129       | 0.133     | 0.0295    | 0         | 0.125     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125
Theta_Delta2Npi               ( 1) | 0.536        | -0.0018   | 0.403     | -0.0215     | 0.108     | 0.123     | 0.000753  | -0.0749   | 0.0047    | -0.00196  | 0.0145    | 0.0145    | 0.0103    | -0.0237   | 0.0107    | -0.00251
E2p2h_B_nu                    (-1) | 0.517        | 0         | 0.0725    | 0.156       | 0.367     | 0         | 0         | -0.0787   | -0.0787   | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArSqrtND         ( 1) | 0.464        | 0         | 0         | 0           | 0         | 0         | 0         | 0.464     | 0.11      | 0         | 0         | 0         | 0.35      | 0         | 0         | 0
flux_Nov17_1                  (-1) | -0.458       | -0.0129   | -0.458    | 0.0184      | -0.00173  | -0.0151   | 0.00304   | 0.00798   | 0.00221   | -0.000588 | -0.000392 | 0.00703   | -0.000443 | -0.00263  | 0.000169  | -0.000115
ChargedHadRecoUncorrInvSqrtND (-1) | -0.45        | 0         | 0         | 0           | 0         | 0         | 0         | -0.45     | -0.168    | -0.0919   | 2.02e-05  | 0         | -0.195    | 0         | 0         | 0
flux_Nov17_12                 (-1) | 0.419        | -0.000383 | 0.168     | 0.111       | 0.0288    | 0.14      | 0.00909   | -0.0374   | -0.013    | -0.0155   | -0.000405 | -0.00854  | -7.12e-05 | -0.0013   | -0.000765 | -0.000723
FrInel_N                      ( 1) | -0.415       | 0.00211   | -0.251    | 0.108       | 0.0272    | -0.222    | -0.0616   | -0.0165   | 0.0184    | -0.0276   | -0.000445 | -0.000444 | -0.00212  | 0.0484    | -0.0264   | -0.0291
flux_Nov17_20                 ( 1) | -0.403       | -0.0373   | -0.406    | 0.000234    | 0.0468    | -0.0308   | -6.62e-05 | 0.0236    | -0.0121   | 0.000203  | 0.000119  | 0.0359    | 0.000398  | 0.00123   | -0.000293 | -0.000855
FrInel_pi                     ( 1) | -0.398       | -0.00617  | -0.28     | -0.187      | -0.173    | 0.404     | -0.0155   | -0.14     | 0.0763    | 0.0357    | 0.0514    | 0.0513    | 0.092     | -0.0572   | 0.043     | -0.0733
flux_Nov17_22                 ( 1) | 0.337        | 0.00809   | 0.237     | -0.0217     | 0.0802    | 0.0388    | -0.0039   | -0.00145  | -0.0169   | -0.000402 | 0.00165   | 0.017     | 0.00246   | 0.00765   | -0.0011   | -0.000245
flux_Nov17_21                 ( 1) | 0.327        | -0.0252   | 0.333     | -0.012      | -0.0486   | 0.0302    | -0.00268  | 0.0521    | 0.0148    | -0.000816 | 0.000774  | 0.0379    | 0.000827  | 0.00298   | -0.00032  | 0.00134
E2p2h_A_nubar                 (-1) | 0.31         | -0.155    | 0.0921    | 0.404       | 0         | 0         | 0         | -0.0306   | -0.0182   | -0.0182   | -0.0182   | -0.0182   | -0.043    | -0.0851   | -0.00415  | 0.047
ChargedHadRecoUncorrND        (-1) | -0.31        | 0         | 0         | 0           | 0         | 0         | 0         | -0.31     | -0.124    | -0.0766   | 2.02e-05  | 0         | -0.112    | 0         | 0         | 0
ChargedHadRecoResFD           ( 1) | -0.286       | -0.00136  | -0.145    | 0           | -0.102    | 0         | 0         | -0.0373   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.0373
flux_Nov17_15                 (-1) | 0.276        | 0.00447   | 0.0908    | -0.0103     | 0.0599    | 0.208     | 0.0269    | -0.104    | -0.0202   | -0.0274   | -0.00228  | -0.0569   | -0.00145  | -0.00476  | -0.000772 | -0.00627
E2p2h_B_nubar                 (-1) | 0.265        | -0.0759   | 0.141     | 0.213       | 0         | 0         | 0         | -0.0135   | -0.00833  | -0.00833  | -0.00833  | -0.00833  | -0.0202   | -0.0398   | -0.00233  | 0.0238
RecoEnergyInvSqrtND           (-1) | -0.254       | 0         | 0         | 0           | 0         | 0         | 0         | -0.254    | -0.0941   | -0.0759   | 1.99e-05  | 0         | -0.0855   | 0         | 0         | 0
flux_Nov17_26                 ( 1) | -0.214       | 0.0188    | -0.213    | -0.0199     | 0.0214    | 0.00413   | -0.000379 | -0.0246   | -0.00456  | -0.00171  | 0.000559  | -0.0185   | 0.00109   | 0.00391   | -0.000625 | -0.000866
flux_Nov17_23                 (-1) | 0.212        | -0.00491  | 0.158     | 0.0138      | 0.00639   | 0.0227    | -0.00366  | 0.0199    | -0.00161  | -0.000239 | 0.00128   | 0.0225    | 0.00188   | 0.00606   | -0.00087  | -9.7e-05
flux_Nov17_6                  (-1) | -0.206       | -0.0168   | -0.199    | 0.00222     | 0.0192    | -0.0241   | 0.000845  | 0.0114    | -0.0091   | 0.00183   | -0.000418 | 0.0173    | -0.00042  | -0.000518 | 5.93e-05  | -0.000247
NR_nubar_n_NC_2Pi             ( 1) | 0.204        | 0         | 0         | 0           | 0         | 0.251     | 0         | -0.0464   | 0         | -0.0464   | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_1Pi             (-1) | -0.191       | 0.00878   | -0.176    | 0           | 0         | 0         | -0.0078   | -0.0158   | -0.014    | -0.014    | -0.014    | -0.014    | -0.0107   | -0.0965   | 0.00437   | 0.0455
ChargedHadRecoUncorrSqrtND    (-1) | -0.179       | 0         | 0         | 0           | 0         | 0         | 0         | -0.179    | -0.0664   | -0.0533   | 2.02e-05  | 0         | -0.0605   | 0         | 0         | 0
FrCEx_pi                      ( 1) | -0.171       | 0.00237   | -0.0833   | -0.0734     | -0.0569   | 0.0479    | 0.0283    | -0.0356   | 0.0226    | -0.00889  | 0.00666   | 0.00666   | 0.00325   | 0.00797   | -0.0139   | -0.0134
NR_nubar_n_CC_1Pi             (-1) | -0.156       | 0.00262   | -0.0949   | 0           | 0         | 0         | -0.0424   | -0.0217   | -0.00721  | -0.00721  | -0.00721  | -0.00721  | -0.01     | -0.0524   | 0.0187    | 0.00042
RecoEnergyScaleND             (-1) | -0.153       | 0         | 0         | 0           | 0         | 0         | 0         | -0.153    | -0.0518   | -0.0496   | 1.99e-05  | 0         | -0.0522   | 0         | 0         | 0
flux_Nov17_24                 ( 1) | 0.149        | 0.0328    | 0.0997    | -0.00769    | 0.0535    | 0.0169    | 0.000956  | -0.0472   | -0.0135   | -0.00115  | -0.000126 | -0.033    | -8.88e-05 | -2.43e-06 | -0.000101 | -0.000223
NR_nu_n_NC_1Pi                (-1) | -0.142       | 0         | 0         | 0           | 0         | -0.148    | 0         | 0.00596   | 0         | 0.00596   | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_17                 (-1) | 0.134        | 0.0765    | 0.136     | 0.103       | -0.318    | 0.171     | 0.0153    | -0.049    | 0.0852    | -0.0175   | -0.000226 | -0.115    | 6.32e-05  | 0.000204  | -0.000146 | -0.00144
NR_nu_p_NC_1Pi                (-1) | -0.134       | 0         | 0         | 0           | 0         | -0.132    | 0         | -0.00138  | 0         | -0.00138  | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_25                 ( 1) | -0.122       | 0.0359    | -0.125    | 0.00235     | -0.077    | 0.0564    | 0.00176   | -0.017    | 0.0254    | -0.0059   | 0.000705  | -0.0377   | 0.000874  | 0.00405   | -0.000438 | 0.00105
MuonRecoResND                 (-1) | -0.121       | 0         | 0         | 0           | 0         | 0         | 0         | -0.121    | 0.00561   | -0.127    | 1.47e-05  | 0         | -0.000162 | 0         | 0         | 0
NR_nubar_n_NC_1Pi             (-1) | -0.113       | 0         | 0         | 0           | 0         | -0.133    | 0         | 0.0192    | 0         | 0.0192    | 0         | 0         | 0         | 0         | 0         | 0
FrCEx_N                       ( 1) | -0.109       | -0.0175   | -0.166    | -0.0134     | -0.00535  | 0.0506    | 0.00909   | 0.0333    | 0.0872    | 0.0647    | 0.0536    | 0.0536    | 0.0506    | -0.00306  | 0.0722    | 0.0293
NR_nu_p_CC_2Pi                (-1) | -0.107       | 0         | -0.0756   | 0           | -0.0595   | 0         | 0         | 0.028     | 0.028     | 0         | 2.82e-07  | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArFD             (-1) | 0.105        | 0         | 0         | 0           | 0         | 0         | 0.105     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArInvSqrtFD      (-1) | 0.105        | 0         | 0         | 0           | 0         | 0         | 0.105     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NuOnENCBkgSyst                ( 1) | -0.101       | 0         | 0         | 0           | 0         | 0         | 0         | -0.101    | 0         | -0.101    | 0         | 0         | 0         | 0         | 0         | 0
FrPiProd_N                    (-1) | 0.0974       | 0.00038   | 0.0892    | 0.00406     | 0.0161    | -0.0341   | 0.00468   | 0.0171    | 0.00162   | -0.00124  | -0.000456 | -0.000456 | -0.00152  | 0.00606   | 0.000303  | 0.00956
MvNCRES                       ( 1) | 0.0942       | 0         | 0         | 0           | 0         | 0.11      | 0         | -0.0156   | 0         | -0.0156   | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_CC_2Pi             ( 1) | 0.0913       | 0.00267   | 0.0692    | 0           | 0         | 0         | 0.0288    | -0.00934  | 0.00224   | 0.00224   | 0.00224   | 0.00224   | 0.00535   | 0.0628    | -0.0165   | -0.0541
BhtBY                         (-1) | 0.0872       | 0.000461  | -0.00785  | 0.0209      | 0.0331    | 0.0329    | 0         | 0.00783   | -0.0039   | -0.00089  | -0.000917 | -0.000917 | -0.000952 | 0.00388   | -0.00409  | 0.00921
NR_nu_p_CC_3Pi                ( 1) | 0.0857       | 0         | 0.0162    | 0.0678      | 0.0137    | 0         | 0         | -0.0119   | -0.0119   | 0         | 0         | 0         | 0         | 0         | 0         | 0
CV1uBY                        (-1) | 0.0781       | 9.98e-06  | 0.017     | 0.0252      | 0.0235    | 0.0144    | 0         | -0.00211  | -0.00176  | 0.000117  | 0.0002    | 0.0002    | 0.000175  | 0.00171   | -1.53e-05 | -0.00134
NR_nu_p_NC_2Pi                (-1) | -0.0746      | 0         | 0         | 0           | 0         | -0.0779   | 0         | 0.00331   | 0         | 0.00331   | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_NC_2Pi                (-1) | -0.0715      | 0         | 0         | 0           | 0         | -0.0737   | 0         | 0.00217   | 0         | 0.00217   | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_CC_2Pi                (-1) | -0.0691      | 0         | -0.0463   | 0           | -0.0474   | 0         | 0         | 0.0246    | 0.0246    | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_NC_1Pi             (-1) | -0.0689      | 0         | 0         | 0           | 0         | -0.133    | 0         | 0.0638    | 0         | 0.0638    | 0         | 0         | 0         | 0         | 0         | 0
CV2uBY                        ( 1) | 0.0682       | 8.69e-06  | 0.0149    | 0.022       | 0.0205    | 0.0126    | 0         | -0.00184  | -0.00154  | 0.000103  | 0.000175  | 0.000175  | 0.000153  | 0.0015    | -1.33e-05 | -0.00117
NR_nu_np_CC_1Pi               ( 1) | 0.0604       | 0         | 0.0284    | 0.0057      | 0.0336    | 0         | 0         | -0.00717  | -0.00717  | 0         | 1.63e-07  | 0         | 0         | 0         | 0         | 0
AhtBY                         ( 1) | 0.056        | 0.000261  | -0.000832 | 0.0114      | 0.0218    | 0.0198    | 0         | 0.00361   | -0.00268  | -0.000825 | -0.000777 | -0.000777 | -0.000773 | 0.00148   | -0.00223  | 0.00477
RecoEnergySqrtND              (-1) | -0.0525      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0525   | -0.0182   | -0.0192   | -4.15e-06 | 0         | -0.0153   | 0         | 0         | 0
flux_Nov17_2                  ( 1) | -0.0497      | 0.00201   | -0.0183   | -0.0263     | -0.0097   | -0.00434  | -0.000688 | 0.0076    | 0.00638   | 0.000579  | -8.76e-05 | 0.000367  | -0.000126 | -0.000135 | -6.54e-05 | 6.42e-05
VecFFCCQEshape                ( 1) | 0.0454       | 0.00691   | 0.166     | -0.0721     | -0.0499   | 0         | -0.0101   | 0.00499   | 0.00577   | -0.000545 | -0.000545 | -0.000545 | -0.000413 | -0.00263  | -0.00222  | 0.00231
nuenuebar_xsec_ratio          (-1) | 0.0406       | -0.0804   | 0         | 0.0632      | -0.186    | 0         | 0         | 0.243     | 0.232     | 0.232     | 0.232     | 0.232     | 0.232     | 0.232     | 0.234     | 0.241
flux_Nov17_5                  ( 1) | -0.0397      | 0.0586    | -0.00229  | 0.00207     | -0.00083  | -0.000274 | -7.03e-05 | -0.0969   | 0.000324  | 0.000331  | 5.63e-06  | -0.105    | 1.78e-05  | 0.00737   | -1.08e-05 | -3.48e-05
FrPiProd_pi                   (-1) | 0.0363       | 3.23e-05  | 0.0121    | 0.0038      | 0.00786   | 0.00513   | 0         | 0.00742   | 0.00142   | 0.00326   | 0.00165   | 0.00165   | 0.000591  | 0.00428   | 0.00249   | 0.00365
flux_Nov17_0                  ( 1) | 0.0349       | 0.00684   | -0.0104   | -0.000736   | -0.000143 | 0.00157   | -0.000244 | 0.038     | 0.000199  | 0.00041   | 1.06e-05  | 0.0424    | -0.000242 | -0.00501  | -5.91e-05 | 0.000205
NR_nubar_n_NC_3Pi             (-1) | -0.0302      | 0         | 0         | 0           | 0         | -0.0442   | 0         | 0.014     | 0         | 0.014     | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_NC_2Pi             (-1) | -0.0282      | 0         | 0         | 0           | 0         | -0.043    | 0         | 0.0148    | 0         | 0.0148    | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_NC_3Pi                (-1) | -0.0277      | 0         | 0         | 0           | 0         | -0.0295   | 0         | 0.00174   | 0         | 0.00174   | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrInvSqrtND         ( 1) | 0.0274       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0274    | 0.0116    | 0.00287   | 3.61e-06  | 0         | 0.0129    | 0         | 0         | 0
flux_Nov17_27                 (-1) | -0.0232      | -0.00973  | 0.000542  | -0.0269     | 0.0497    | -0.0243   | -0.00143  | -0.0111   | -0.0187   | 0.00202   | -0.000171 | 0.00499   | -0.000127 | 6.02e-05  | 8.29e-06  | -0.000376
FrElas_pi                     ( 1) | -0.0207      | -0.000625 | -0.0505   | 0.0431      | -0.00353  | 0.003     | -0.00235  | -0.00985  | 0.000833  | 0.000833  | 0.000833  | 0.000833  | 0.000833  | 0.000833  | 0.0135    | -0.0225
flux_Nov17_3                  ( 1) | 0.0172       | 0.0116    | -0.00147  | 0.0168      | -0.00593  | 0.000111  | -0.00023  | -0.00372  | 0.00202   | 0.000303  | -7.38e-05 | -0.00513  | -0.000175 | -0.00107  | -3.48e-05 | -0.0001
NR_nu_n_CC_3Pi                (-1) | -0.0171      | 0         | -0.0159   | 0           | -0.0143   | 0         | 0         | 0.0131    | 0.0131    | 0         | -5.14e-08 | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_2Pi             ( 1) | 0.017        | 0.00114   | 0.0446    | 0           | 0         | 0         | 0         | -0.0288   | -0.000287 | -0.000287 | -0.000287 | -0.000287 | -0.0021   | 0.0418    | -0.0142   | -0.0547
ERecoScaleMuLArSqrtFD         ( 1) | -0.0156      | 0         | 0         | 0           | 0         | 0         | -0.0156   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_8                  ( 1) | -0.0153      | -0.00867  | -0.021    | 0.00482     | 0.00478   | -0.0078   | -0.000579 | 0.0131    | -0.00175  | 0.00117   | 0.000261  | 0.0149    | 0.000283  | 0.000148  | 2.51e-05  | -0.000134
EMRecoUncorrND                ( 1) | 0.0152       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0152    | 0.00672   | -0.000343 | 3.61e-06  | 0         | 0.00883   | 0         | 0         | 0
EMRecoUncorrSqrtND            ( 1) | 0.0101       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0101    | 0.00239   | 0.00188   | 2.15e-06  | 0         | 0.00579   | 0         | 0         | 0
NR_nubar_p_NC_3Pi             (-1) | 0.00808      | 0         | 0         | 0           | 0         | 0         | 0         | 0.00808   | 0         | 0.00808   | 0         | 0         | 0         | 0         | 0         | 0
ChargedHadRecoResND           (-1) | -0.00729     | 0         | 0         | 0           | 0         | 0         | 0         | -0.00729  | -0.00752  | 0.000683  | -8.04e-06 | 0         | -0.000451 | 0         | 0         | 0
NR_nubar_p_CC_3Pi             (-1) | 0.00672      | -0.000201 | -0.00663  | 0           | 0         | 0         | 0         | 0.0135    | -0.00175  | -0.00175  | -0.00175  | -0.00175  | -0.0015   | -0.0223   | 0.0103    | 0.022
NR_nu_p_NC_3Pi                ( 1) | -0.00654     | 0         | 0         | 0           | 0         | 0         | 0         | -0.00654  | 0         | -0.00654  | 0         | 0         | 0         | 0         | 0         | 0
EMRecoResND                   (-1) | 0.00549      | 0         | 0         | 0           | 0         | 0         | 0         | 0.00549   | 0.00137   | 0.00165   | 1.47e-05  | 0         | 0.00245   | 0         | 0         | 0
flux_Nov17_7                  (-1) | -0.00258     | -0.0567   | -0.0296   | -0.00128    | -0.00969  | -0.00352  | 0.000146  | 0.0981    | 0.00219   | -0.000302 | 3.24e-05  | 0.104     | 4.54e-05  | -0.00721  | 6.24e-07  | -0.000142
NR_nubar_n_CC_3Pi             (-1) | 0.00135      | 0.000383  | -0.0179   | 0           | 0         | 0         | 0         | 0.0189    | -0.0058   | -0.0058   | -0.0058   | -0.0058   | -0.00769  | -0.0425   | 0.02      | 0.0319
NuOnERecoEffSyst              ( 1) | 2.11e-05     | 0         | 0         | 0           | 0         | 0         | 0         | 2.11e-05  | 0         | 0         | 0         | 0         | 0         | 2.11e-05  | 0         | 0
NuOnECCBkgSyst                (-1) | -6.25e-06    | 0         | 0         | 0           | 0         | 0         | 0         | -6.25e-06 | 0         | 0         | -6.25e-06 | 0         | 0         | 0         | 0         | 0

= Evis bin 2: 0.5 - 1GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear
MaCCQE                        ( 1) | 4.33         | -0.0288   | 0.88      | 2.26        | 1.91      | 0         | -0.047    | -0.648    | -0.993    | -0.0334   | -0.0334   | -0.0334   | 0.0162    | 0.0372    | 0.0633    | 0.105
flux_Nov17_13                 ( 1) | 3.86         | -0.0181   | 0.642     | 1.98        | 1.69      | 0.778     | 0.0823    | -1.29     | -0.865    | -0.204    | -0.00164  | -0.203    | -0.000745 | -0.0434   | 0.0084    | -0.0103
MvCCRES                       ( 1) | 3.84         | -0.0125   | 1.98      | 0.703       | 1.24      | 0         | 0.0597    | -0.129    | -0.41     | 0.0176    | 0.0176    | 0.0176    | -0.00367  | 0.347     | 0.00413   | 0.00753
MuonRecoResFD                 ( 1) | 3.41         | 0.0185    | 4.01      | -0.00514    | -0.12     | -0.412    | 0         | -0.0867   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.0867
EMRecoUncorrFD                ( 1) | -2.88        | 0.00549   | -0.134    | -0.997      | -0.652    | -0.275    | 0         | -0.824    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.824
RecoEnergyScaleFD             ( 1) | -2.78        | 0.01      | 0.00686   | -0.872      | -0.726    | -0.494    | 0.0145    | -0.716    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.716
