= Evis bin 1: 0 - 0.5GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear  | XsecCorr
flux_Nov17_5                  (-1) | -0.353       | 0.00314   | -0.000107 | 0.00602     | 6.11e-05  | -0.000108 | 2.71e-05  | -0.362    | -0.00171  | -0.000197 | -3.58e-07 | -0.336    | -0.000119 | -0.024    | 9.37e-05  | 2.72e-06  | -1.93e-05
flux_Nov17_0                  ( 1) | -0.348       | 0.00731   | -0.000288 | -0.00637    | 8.02e-05  | -0.00028  | -0.000136 | -0.348    | 0.00249   | -0.00358  | -9.75e-07 | -0.33     | 0.000326  | -0.0185   | -9.21e-05 | 1.51e-05  | 7.18e-05
EMRecoUncorrInvSqrtND         ( 1) | 0.331        | 0         | 0         | 0           | 0         | 0         | 0         | 0.331     | 1.08e-05  | 0.000533  | -3.32e-05 | 0         | 0.331     | 0         | 0         | 0         | 0
NuOnENCBkgSyst                (-1) | 0.328        | 0         | 0         | 0           | 0         | 0         | 0         | 0.328     | 0         | 0.328     | 0         | 0         | 0         | 0         | 0         | 0         | 0
ChargedHadRecoResFD           ( 1) | -0.312       | -0.00243  | 0.0192    | -0.0548     | -0.00277  | 0         | 4.77e-05  | -0.271    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.271    | 0
FrInel_pi                     ( 1) | -0.3         | -0.00215  | 0.000351  | 0.0107      | -0.00825  | 0.219     | 0.11      | -0.63     | 0.0103    | -0.143    | 2.8e-05   | 0         | 0.0871    | 0.00335   | -0.026    | -0.463    | -0.0984
EMRecoUncorrND                ( 1) | 0.3          | 0         | 0         | 0           | 0         | 0         | 0         | 0.3       | -0.000302 | 0.00525   | -3.32e-05 | 0         | 0.295     | 0         | 0         | 0         | 0
VecFFCCQEshape                (-1) | 0.275        | -0.000811 | 0.00162   | -0.0298     | 0.000537  | 0         | 5.34e-06  | 0.303     | -0.000652 | 0         | 0         | 0         | -0.0572   | 0.374     | -0.0162   | -0.00499  | 0.00754
BhtBY                         (-1) | 0.274        | -0.00296  | 0.00187   | 0.0524      | 0.000646  | 0.0538    | 0.00265   | 0.165     | 0.000282  | -0.0174   | 1.3e-09   | 0         | -0.0501   | 0.178     | -0.0584   | 0.11      | 0.00265
EMRecoUncorrSqrtND            ( 1) | 0.269        | 0         | 0         | 0           | 0         | 0         | 0         | 0.269     | 0.00188   | 0.00484   | -5.06e-05 | 0         | 0.262     | 0         | 0         | 0         | 0
FrAbs_N                       (-1) | -0.232       | 0.000611  | -0.00353  | -0.0384     | -0.00197  | -0.0258   | 0.0212    | -0.184    | 0.000395  | -0.00656  | -1.39e-06 | 0         | -0.0619   | -0.0149   | -0.00446  | -0.0834   | -0.0131
flux_Nov17_14                 ( 1) | -0.232       | 0.014     | -0.0291   | -0.192      | -0.0168   | -0.156    | -0.0308   | 0.179     | 0.0683    | 0.105     | 3.36e-06  | -0.0095   | 0.00583   | -0.00634  | 0.00965   | 0.00765   | -0.00098
flux_Nov17_15                 ( 1) | 0.224        | 0.00354   | 0.0118    | 0.0421      | -0.0121   | 0.0152    | -0.0103   | 0.174     | 0.0504    | 0.00222   | -3.22e-06 | 0.0572    | 0.000556  | 0.0761    | -0.0135   | 0.000254  | 0.000381
flux_Nov17_10                 ( 1) | 0.215        | -0.00117  | 0.0118    | 0.18        | 0.00701   | 0.0872    | 0.0236    | -0.0933   | -0.0289   | -0.0648   | -9.56e-07 | 0.000403  | 4.96e-11  | -3.04e-05 | 1.71e-07  | 7.69e-07  | 1.79e-07
MaCCRES                       ( 1) | 0.208        | 0.00101   | 0.0123    | 0.0758      | 0.0031    | 0         | 0.01      | 0.106     | -0.00906  | 0         | 1.77e-09  | 0         | -0.0484   | 0.135     | 0.00803   | 0.0274    | -0.00753
NR_nu_n_NC_2Pi                (-1) | -0.196       | 0         | 0         | 0           | 0         | -0.365    | 0         | 0.169     | 0         | 0.169     | 0         | 0         | 0         | 0         | 0         | 0         | 0
AhtBY                         (-1) | -0.183       | 0.00222   | -0.00263  | -0.0347     | -0.000375 | -0.0329   | -0.00171  | -0.113    | -0.00016  | 0.0112    | -1.11e-09 | 0         | 0.0324    | -0.115    | 0.0347    | -0.075    | -0.0015
NR_nu_p_NC_2Pi                ( 1) | 0.179        | 0         | 0         | 0           | 0         | 0.458     | 0         | -0.279    | 0         | -0.279    | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrCEx_pi                      ( 1) | -0.174       | 0.00178   | -0.00388  | 0.00918     | 0.00186   | -0.0195   | -0.00137  | -0.162    | 0.00106   | -0.000286 | -2.68e-06 | 0         | -0.0266   | 0.0245    | -0.0853   | -0.0828   | 0.00714
CV1uBY                        (-1) | 0.173        | -0.00138  | 0.00514   | 0.0323      | 9.11e-05  | 0.0381    | 0.00135   | 0.0977    | -0.000166 | -0.0103   | -5.56e-09 | 0         | -0.0252   | 0.109     | -0.0319   | 0.0489    | 0.00742
MuonRecoResFD                 ( 1) | 0.168        | 0.00069   | 0.162     | -0.168      | 0.00592   | 0.077     | -0.0251   | 0.115     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.115     | 0
NR_nu_p_CC_3Pi                (-1) | 0.152        | 0.00154   | -0.0139   | -0.0566     | 0         | 0         | -0.00846  | 0.23      | 0         | 0         | 0         | 0         | 0.102     | -0.269    | 0.462     | -0.0482   | -0.0158
CV2uBY                        (-1) | -0.152       | 0.0012    | -0.00448  | -0.0282     | -7.98e-05 | -0.0333   | -0.00118  | -0.0857   | 0.000145  | 0.00897   | 4.88e-09  | 0         | 0.0221    | -0.0954   | 0.028     | -0.043    | -0.00652
FrPiProd_N                    (-1) | 0.151        | 2.19e-05  | -0.000225 | 0.0051      | 0.00135   | -0.0158   | 0.000863  | 0.16      | -0.000191 | 0.0259    | -5.82e-08 | 0         | -0.0153   | 0.0282    | 0.023     | 0.0804    | 0.0182
flux_Nov17_16                 (-1) | 0.148        | -0.00406  | 0.00804   | 0.142       | 0.00524   | 0.116     | 0.0394    | -0.158    | -0.0231   | -0.096    | 1.3e-06   | -0.0147   | -0.00178  | -0.0246   | 0.00294   | -0.000717 | 6.63e-05
flux_Nov17_17                 ( 1) | 0.146        | -0.00264  | -0.00129  | 0.11        | -0.00689  | 0.0673    | 0.0286    | -0.0493   | 0.0283    | -0.061    | 1.17e-06  | 0.0137    | -0.00114  | -0.0317   | 0.00416   | -0.00143  | 1.06e-05
flux_Nov17_4                  ( 1) | 0.143        | -0.00487  | 0.00399   | 0.168       | 0.00781   | 0.0323    | 0.0148    | -0.0791   | -0.0182   | -0.0118   | -1.56e-07 | 0.0946    | 0.000789  | -0.144    | 0.00597   | -0.00567  | -5.56e-05
EMRecoResFD                   (-1) | -0.137       | 0.0298    | 0.00127   | 0.213       | -0.000714 | 0.022     | -0.0067   | -0.396    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.396    | 0
NR_nu_np_CC_1Pi               (-1) | -0.137       | 0.00065   | -0.00188  | -0.0348     | 0         | 0         | -0.00649  | -0.0941   | 0         | 0         | -8.59e-07 | 0         | 0.0306    | -0.102    | 0.000594  | -0.0326   | 0.00959
MuonRecoResND                 (-1) | 0.135        | 0         | 0         | 0           | 0         | 0         | 0         | 0.135     | -0.000568 | 0.141     | 1.11e-05  | 0         | -0.00467  | 0         | 0         | 0         | 0
FrCEx_N                       (-1) | -0.135       | 0.0027    | 0.0134    | -0.0025     | 0.0052    | -0.00176  | 0.0287    | -0.181    | 0.0018    | -0.015    | -1.29e-06 | 0         | -0.0213   | -0.14     | -0.0182   | -0.0141   | 0.0258
C12ToAr40_2p2hScaling_nu      (-1) | 0.134        | -0.00199  | -0.00158  | -0.0512     | 0         | 0         | -5.16e-06 | 0.188     | 0         | 0         | 0         | 0         | -0.116    | 0.357     | -0.11     | 0.0729    | -0.0164
Theta_Delta2Npi               ( 1) | 0.129        | 0.00135   | 0.00413   | 0.137       | 0.00594   | 0.0343    | 0.00595   | -0.0594   | -0.00925  | -0.0284   | 0         | 0         | 0.0064    | -0.0728   | 0.0589    | -0.00919  | -0.00498
NR_nu_n_NC_3Pi                (-1) | -0.114       | 0         | 0         | 0           | 0         | -0.227    | 0         | 0.113     | 0         | 0.113     | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_9                  ( 1) | 0.102        | 0.0084    | 0.00631   | 0.0291      | -0.00119  | 0.0463    | 0.00431   | 0.00834   | 0.0023    | -0.0342   | -7.14e-07 | -0.0764   | 0.00263   | 0.107     | -0.00963  | 0.0171    | 8.77e-05
NR_nu_n_CC_3Pi                (-1) | 0.0995       | 0.00683   | -0.0222   | 0           | 0         | 0         | -0.00598  | 0.121     | 0         | 0         | 7.87e-08  | 0         | 0.0875    | -0.387    | 0.45      | 0.0044    | -0.0313
NR_nu_p_CC_2Pi                ( 1) | 0.0991       | -0.00135  | 0.0114    | 0.15        | 0         | 0         | 0.0583    | -0.119    | 0         | 0         | 0         | 0         | -0.221    | 0.248     | -0.227    | 0.0184    | 0.0627
ChargedHadRecoResND           (-1) | -0.0893      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0893   | -0.00165  | -0.00499  | 0         | 0         | -0.0827   | 0         | 0         | 0         | 0
flux_Nov17_24                 ( 1) | -0.0885      | -0.00407  | 0.00137   | -0.00318    | 0.000955  | -0.0306   | -0.00256  | -0.0504   | -0.003    | 0.0242    | 5.89e-07  | -0.0149   | -0.000539 | -0.0699   | 0.0124    | 0.00181   | -0.000441
NR_nu_p_NC_3Pi                ( 1) | 0.0877       | 0         | 0         | 0           | 0         | 0.34      | 0         | -0.252    | 0         | -0.252    | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_12                 (-1) | 0.0838       | 0.00781   | 0.00204   | 0.0883      | 1.28e-06  | 0.0571    | 0.0138    | -0.0853   | 0.00048   | -0.049    | -9.65e-07 | -0.0767   | 0.00143   | 0.0481    | -0.00676  | -0.00291  | 0.000261
FrPiProd_pi                   (-1) | 0.0785       | 0.00173   | -0.000388 | 0.000357    | 0.000698  | -0.0107   | 0.00962   | 0.0771    | 0.000689  | 0.0187    | -1.62e-10 | 0         | -0.0144   | 0.0294    | 0.0381    | 0.0214    | -0.0168
flux_Nov17_25                 (-1) | -0.0702      | -0.00256  | 0.000436  | -0.0304     | 0.00253   | -0.0184   | -0.00575  | -0.0161   | -0.0118   | 0.016     | 2.95e-07  | -0.00612  | -0.000129 | -0.0143   | 0.00123   | -0.000957 | -6.92e-06
E2p2h_A_nu                    ( 1) | 0.0692       | -0.00258  | -0.000194 | -0.0555     | 0         | 0         | -6.32e-07 | 0.128     | 0         | 0         | 0         | 0         | -0.103    | 0.339     | -0.117    | 0.0258    | -0.017
flux_Nov17_11                 (-1) | -0.0677      | -0.00929  | 0.00998   | -0.0147     | 0.00603   | 0.0106    | -0.00238  | -0.0679   | -0.0237   | 0.00142   | -9.39e-07 | -0.0161   | -0.00126  | -0.0237   | -0.000723 | -0.00403  | 0.000303
E2p2h_B_nu                    ( 1) | 0.0645       | -0.00154  | -0.000366 | -0.0364     | 0         | 0         | -1.19e-06 | 0.103     | 0         | 0         | 0         | 0         | -0.0727   | 0.233     | -0.0767   | 0.0307    | -0.0113
flux_Nov17_23                 (-1) | -0.0633      | -0.00349  | 0.000326  | 0.0173      | 0.00388   | -0.0289   | -0.00458  | -0.0478   | -0.0135   | 0.0231    | 3.82e-07  | -0.0166   | -0.000113 | -0.0492   | 0.00828   | 0.00055   | -0.000344
flux_Nov17_22                 ( 1) | -0.0626      | -0.000481 | -0.0023   | -0.024      | 0.00517   | -0.00978  | 0.00151   | -0.0327   | -0.0178   | 0.00548   | -7.51e-07 | 0.00754   | 5.74e-05  | -0.0346   | 0.00649   | 0.000462  | -0.000247
flux_Nov17_21                 ( 1) | 0.0591       | -0.00131  | 0.00265   | 0.00216     | 0.000807  | 0.0066    | -0.00296  | 0.0512    | -0.000187 | -0.000136 | 2.21e-06  | 0.0329    | 0.000545  | 0.0262    | -0.00625  | -0.00211  | 0.0002
MaNCRES                       ( 1) | 0.0585       | 0         | 0         | 0           | 0         | 0.552     | 0         | -0.493    | 0         | -0.493    | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_20                 (-1) | 0.0573       | 0.000479  | 0.006     | -0.0273     | 0.00182   | 0.0218    | -0.00593  | 0.0604    | -0.00739  | -0.00779  | 4.55e-07  | 0.0191    | 0.000867  | 0.0726    | -0.0151   | -0.00244  | 0.00048
NR_nu_p_NC_1Pi                ( 1) | 0.054        | 0         | 0         | 0           | 0         | 0.077     | 0         | -0.0231   | 0         | -0.0231   | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrElas_N                      ( 1) | -0.0483      | 0.00465   | -0.00334  | -0.0641     | 0.00173   | -0.034    | 0.0385    | 0.00832   | 0         | 0         | 0         | 0         | 0         | 0         | 0.0482    | -0.0645   | 0.0253
flux_Nov17_27                 (-1) | -0.0465      | -0.00165  | 0.000316  | -0.0324     | -0.00304  | -0.0131   | -0.00302  | 0.00645   | 0.0114    | 0.0118    | 3.47e-07  | -0.000672 | -0.000843 | -0.0184   | 0.00221   | 0.000982  | -4.11e-05
flux_Nov17_18                 (-1) | -0.046       | -0.00205  | -0.0112   | 0.0773      | 0.00212   | -0.0399   | 0.00511   | -0.0774   | -0.0113   | 0.0188    | 1.08e-07  | -0.00851  | -0.000698 | -0.0951   | 0.018     | 0.0021    | -0.000617
flux_Nov17_19                 (-1) | 0.0439       | 0.00166   | 0.00769   | -0.0576     | 0.000585  | 0.0231    | -0.00771  | 0.0761    | -0.00198  | -0.00758  | -1.09e-06 | 0.0212    | -0.000136 | 0.0801    | -0.0155   | -0.0007   | 0.000604
EMRecoResND                   (-1) | 0.0389       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0389    | -0.000197 | -0.00127  | 1.11e-05  | 0         | 0.0404    | 0         | 0         | 0         | 0
flux_Nov17_1                  (-1) | 0.0378       | 0.000638  | -0.00502  | 0.0469      | -0.00107  | -0.00173  | 0.00435   | -0.00624  | 0.00428   | -0.00356  | 1.3e-06   | 0.00607   | 0.000379  | -0.0123   | 0.00212   | -0.00295  | -0.00025
flux_Nov17_6                  ( 1) | 0.0362       | -0.00162  | 0.00199   | 0.0125      | -8.01e-05 | 0.0109    | -0.00059  | 0.0131    | 0.000594  | -0.00694  | 1.13e-06  | -0.0204   | 0.00027   | 0.0392    | -0.0044   | 0.00455   | 0.000265
flux_Nov17_3                  (-1) | 0.033        | 0.00511   | -0.000175 | 0.00868     | 1.64e-05  | 9.42e-05  | 0.000312  | 0.019     | 0.00229   | 0.000683  | -1.76e-06 | 0.0159    | -0.000266 | -0.000981 | -3.82e-05 | 0.00123   | 5.31e-05
flux_Nov17_26                 ( 1) | 0.0308       | 0.00104   | -0.0031   | -0.0374     | -0.0029   | -0.0049   | -0.00691  | 0.085     | 0.0117    | 0.00536   | -2.56e-09 | 0.0341    | -0.000203 | 0.0465    | -0.00986  | -0.003    | 0.000454
ERecoScaleMuLArFD             (-1) | -0.0295      | 0         | 0         | 0           | 0         | 0         | -0.0295   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArInvSqrtFD      (-1) | -0.0295      | 0         | 0         | 0           | 0         | 0         | -0.0295   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArSqrtFD         (-1) | -0.0295      | 0         | 0         | 0           | 0         | 0         | -0.0295   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
E2p2h_A_nubar                 (-1) | -0.0284      | 0         | 0         | 0           | 0.00699   | 0         | 0         | -0.0354   | -0.0354   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
C12ToAr40_2p2hScaling_nubar   ( 1) | -0.0282      | 0         | 0         | 0           | 0.00795   | 0         | 0         | -0.0361   | -0.0361   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_NC_1Pi             (-1) | -0.025       | 0         | 0         | 0           | 0         | -0.0275   | 0         | 0.00253   | 0         | 0.00253   | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_8                  (-1) | 0.0249       | 0.0053    | 0.000301  | 0.0337      | -0.00029  | 0.00191   | 0.000549  | -0.0165   | 0.00222   | -0.00104  | -1.21e-06 | -0.00982  | 0.0006    | -0.00651  | -0.000364 | -0.0016   | 1.47e-05
flux_Nov17_2                  (-1) | -0.0246      | 0.00282   | -2.48e-05 | 0.000263    | 8.99e-05  | 0.00056   | 0.000459  | -0.0288   | -0.00153  | 0.000192  | -1.18e-06 | -0.0204   | -9.42e-05 | -0.00965  | 0.000934  | 0.00164   | 0.000191
NR_nu_n_NC_1Pi                (-1) | -0.0212      | 0         | 0         | 0           | 0         | -0.231    | 0         | 0.21      | 0         | 0.21      | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrElas_pi                     ( 1) | -0.0206      | -0.00063  | 0.00726   | -0.049      | -0.00218  | 0.00778   | 0.0035    | 0.0126    | 0         | 0         | 0         | 0         | 0         | 0         | 0.0436    | -0.0494   | 0.0184
NR_nubar_n_NC_2Pi             (-1) | -0.0195      | 0         | 0         | 0           | 0         | -0.0275   | 0         | 0.00806   | 0         | 0.00806   | 0         | 0         | 0         | 0         | 0         | 0         | 0
E2p2h_B_nubar                 (-1) | -0.0191      | 0         | 0         | 0           | 0.00502   | 0         | 0         | -0.0241   | -0.0241   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_CC_2Pi             (-1) | -0.0184      | 0         | -0.0019   | -0.028      | -0.00759  | 0         | 0         | 0.0191    | 0.0191    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_1Pi             ( 1) | 0.0157       | 0         | 0.00621   | 0.0284      | 0.0174    | 0         | 0         | -0.0363   | -0.0363   | 0         | 1.2e-07   | 0         | 0         | 0         | 0         | 0         | 0
BeRPA_B                       ( 1) | 0.0146       | 0.00463   | 0.00177   | 0.194       | 0.00552   | 0         | 3.7e-06   | -0.191    | -0.0352   | 0         | 0         | 0         | 0.186     | -0.426    | 0.142     | -0.0463   | -0.0139
NR_nubar_n_NC_3Pi             ( 1) | 0.0144       | 0         | 0         | 0           | 0         | 0.022     | 0         | -0.00762  | 0         | -0.00762  | 0         | 0         | 0         | 0         | 0         | 0         | 0
MvNCRES                       (-1) | 0.0109       | 0         | 0         | 0           | 0         | -0.0943   | 0         | 0.105     | 0         | 0.105     | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_2Pi             ( 1) | -0.0083      | 0         | 0.00439   | 0           | 0.00381   | 0         | 0         | -0.0165   | -0.0165   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_NC_3Pi             ( 1) | 0.00506      | 0         | 0         | 0           | 0         | 0.011     | 0         | -0.00595  | 0         | -0.00595  | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_NC_1Pi             ( 1) | -0.00492     | 0         | 0         | 0           | 0         | 0         | 0         | -0.00492  | 0         | -0.00492  | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrInel_N                      (-1) | -0.00464     | 0.000299  | -0.0119   | -0.0457     | -0.00465  | 0.0131    | -0.03     | 0.0742    | 0.000526  | -0.0176   | 1.68e-06  | 0         | 0.0219    | 0.0722    | 0.0464    | -0.0272   | -0.0221
NR_nubar_n_CC_3Pi             ( 1) | -0.00456     | 0         | 0.00158   | 0           | 0.00356   | 0         | 0         | -0.0097   | -0.0097   | 0         | 4.76e-09  | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_NC_2Pi             ( 1) | 0.00399      | 0         | 0         | 0           | 0         | 0.011     | 0         | -0.00702  | 0         | -0.00702  | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_3Pi             ( 1) | -0.00158     | 0         | 0.00183   | 0           | 0.00141   | 0         | 0         | -0.00481  | -0.00481  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_CC_1Pi             ( 1) | -0.000558    | 0         | 0.00105   | 0           | 0.00773   | 0         | 0         | -0.00934  | -0.00933  | 0         | -5.94e-06 | 0         | 0         | 0         | 0         | 0         | 0
NuOnERecoEffSyst              ( 1) | 4.85e-05     | 0         | 0         | 0           | 0         | 0         | 0         | 4.85e-05  | 0         | 0         | 0         | 0         | 0         | 4.85e-05  | 0         | 0         | 0
NuOnECCBkgSyst                ( 1) | -8.81e-06    | 0         | 0         | 0           | 0         | 0         | 0         | -8.81e-06 | 0         | 0         | -8.81e-06 | 0         | 0         | 0         | 0         | 0         | 0

= Evis bin 5: 1.5 - 1.75GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear  | XsecCorr
EMRecoUncorrSqrtFD            ( 1) | -5.1         | -0.0135   | -0.00552  | -0.245      | -0.0594   | -0.143    | 0.0447    | -4.68     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -4.68     | 0
EMRecoUncorrFD                ( 1) | -3.72        | -0.0081   | -0.0179   | -0.248      | -0.0441   | -0.114    | 0.0447    | -3.33     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -3.33     | 0
RecoEnergyScaleFD             ( 1) | -3.6         | -0.00638  | -0.0169   | -0.207      | -0.0373   | -0.105    | 0.0274    | -3.25     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -3.25     | 0
ERecoScaleMuLArSqrtND         ( 1) | 2.66         | 0         | 0         | 0           | 0         | 0         | 0         | 2.66      | 0.0634    | 0         | 0         | 0         | 2.59      | 0         | 0         | 0         | 0
EMRecoUncorrInvSqrtFD         ( 1) | -2.62        | -0.00297  | -0.0167   | -0.209      | -0.0317   | -0.0855   | 0.0447    | -2.32     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -2.32     | 0
MaCCQE                        ( 1) | 2.57         | -0.000201 | 0.0659    | 0.507       | 0.0333    | 0         | 0         | 1.96      | -0.0791   | 0         | 0         | 0         | 0.361     | 1.1       | 0.495     | 0.0711    | -0.00206
RecoEnergyInvSqrtFD           ( 1) | -2.5         | -0.0083   | -0.0184   | 0.0127      | -0.0314   | -0.124    | 0.0274    | -2.36     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -2.36     | 0
RecoEnergySqrtFD              (-1) | 2.26         | 0.00821   | 0.00511   | 0.0789      | 0.0296    | -0.057    | -7.75e-05 | 2.19      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 2.19      | 0
MvCCRES                       ( 1) | 1.79         | 0.00873   | 0.0316    | 0.309       | 0.0156    | 0         | 0.0293    | 1.4       | -0.03     | 0         | 5.53e-09  | 0         | -0.0227   | 1.4       | 0.0348    | 0.0554    | -0.0496
ERecoScaleMuLArND             ( 1) | 1.74         | 0         | 0         | 0           | 0         | 0         | 0         | 1.74      | 0.0404    | 0         | 0         | 0         | 1.7       | 0         | 0         | 0         | 0
ChargedHadRecoUncorrInvSqrtFD ( 1) | -1.25        | -0.00496  | -0.00345  | 0.00678     | -0.0155   | 0.0095    | -0.0185   | -1.22     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -1.22     | 0
BeRPA_A                       (-1) | 1.16         | 0.00236   | -0.000845 | -0.0972     | -0.00745  | 0         | 0         | 1.26      | 0.0554    | 0         | 0         | 0         | -0.0519   | 1.39      | -0.128    | 0.000843  | 0.00156
CCQEPauliSupViaKF             ( 1) | 1.15         | 0.00172   | -0.000145 | -0.0646     | -0.00792  | 0         | -0.00477  | 1.23      | 0.0686    | 0         | 8.6e-06   | 0         | -0.042    | 1.31      | -0.0991   | 0.000515  | -0.011
ChargedHadRecoUncorrInvSqrtND (-1) | -1.12        | 0         | 0         | 0           | 0         | 0         | 0         | -1.12     | -0.016    | 0.106     | -6.05e-06 | 0         | -1.21     | 0         | 0         | 0         | 0
ChargedHadRecoUncorrSqrtFD    ( 1) | -1.1         | 0.00252   | 0.0212    | 0.0925      | -0.00784  | -0.0285   | -0.0373   | -1.15     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -1.15     | 0
ERecoScaleMuLArInvSqrtND      ( 1) | 1.03         | 0         | 0         | 0           | 0         | 0         | 0         | 1.03      | 0.0267    | 0         | 0         | 0         | 1.01      | 0         | 0         | 0         | 0
ChargedHadRecoUncorrFD        ( 1) | -1           | -0.000494 | 0.027     | 0.182       | -0.00773  | 0.0095    | -0.0347   | -1.18     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -1.18     | 0
ChargedHadRecoUncorrND        ( 1) | 0.804        | 0         | 0         | 0           | 0         | 0         | 0         | 0.804     | 0.00361   | -0.0848   | -2.74e-05 | 0         | 0.884     | 0         | 0         | 0         | 0
BeRPA_D                       (-1) | -0.773       | -0.000344 | -0.0121   | -0.125      | -0.00865  | 0         | 0         | -0.628    | 0.0146    | 0         | 0         | 0         | -0.101    | -0.434    | -0.135    | 0.0106    | 0.0156
ChargedHadRecoUncorrSqrtND    ( 1) | 0.684        | 0         | 0         | 0           | 0         | 0         | 0         | 0.684     | 0.00253   | -0.0529   | -2.17e-05 | 0         | 0.734     | 0         | 0         | 0         | 0
RecoEnergyInvSqrtND           (-1) | -0.523       | 0         | 0         | 0           | 0         | 0         | 0         | -0.523    | -0.00609  | 0.0747    | -3.44e-05 | 0         | -0.592    | 0         | 0         | 0         | 0
VecFFCCQEshape                (-1) | 0.51         | 0.00176   | 0.00137   | 0.0035      | 0.000508  | 0         | 0         | 0.503     | 0.000863  | 0         | 0         | 0         | 0.0107    | 0.507     | -0.0171   | -0.00538  | 0.00649
RecoEnergyScaleND             (-1) | -0.483       | 0         | 0         | 0           | 0         | 0         | 0         | -0.483    | -0.00261  | 0.0587    | -3.44e-05 | 0         | -0.539    | 0         | 0         | 0         | 0
nuenumu_xsec_ratio            (-1) | 0.472        | 0.000529  | 0         | 0           | 0.0028    | 0         | 0         | 0.469     | 0         | 0         | 5.24e-06  | 0         | 0         | 0         | -0.501    | -0.00402  | 0.979
MuonRecoResFD                 (-1) | -0.448       | -0.00267  | -0.0383   | -0.0897     | 0.00727   | -0.257    | 0.0488    | -0.117    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.117    | 0
nuenuebar_xsec_ratio          ( 1) | 0.421        | 0.000188  | 0         | 0.024       | -0.00334  | 0         | 0         | 0.4       | 0         | 0         | -2.4e-08  | 0         | 0         | 0         | 0.00355   | 0.000786  | 0.396
flux_Nov17_13                 ( 1) | 0.378        | 0.00204   | 0.0185    | 0.378       | 0.0327    | 0.193     | 0.0366    | -0.283    | -0.119    | -0.0978   | -4.64e-07 | 0.0894    | 0.000555  | -0.182    | 0.0276    | -0.000667 | -0.00093
flux_Nov17_4                  (-1) | -0.363       | -0.0119   | -0.00271  | -0.108      | -0.00901  | -0.027    | -0.00552  | -0.199    | 0.0107    | 0.00488   | -1.83e-06 | -0.341    | 0.000221  | 0.121     | -0.0051   | 0.0101    | -8.69e-05
BeRPA_B                       (-1) | 0.355        | 0.00291   | -0.00298  | -0.109      | -0.00877  | 0         | 0         | 0.473     | 0.0383    | 0         | 0         | 0         | -0.0806   | 0.652     | -0.146    | -0.00551  | 0.0153
