= Evis bin 1: 0 - 0.5GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear  | XsecCorr
MuonRecoResFD                 (-1) | -25.9        | 0.0152    | -23.8     | 0.261       | 0.0776    | -2.56     | 0         | 0.0923    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0923    | 0
MaCCQE                        ( 1) | 10.8         | -0.199    | 8.22      | 1.38        | 1.63      | 0         | 0.0732    | -0.303    | -0.439    | 0         | 0         | 0         | -0.0211   | -0.0465   | 0.0445    | 0.194     | -0.0267
flux_Nov17_13                 ( 1) | 4.89         | -0.0127   | 2.5       | 0.968       | 1.35      | 0.623     | 0.0611    | -0.608    | -0.384    | -0.0521   | 1.34e-06  | -0.183    | -0.00483  | -0.0129   | 0.0069    | 0.0158    | -0.00109
MvCCRES                       ( 1) | 3.89         | 0.00115   | 3.22      | 0.306       | 0.351     | 0         | 0.0139    | -0.00257  | -0.114    | 0         | 1.56e-06  | 0         | 0.00667   | 0.119     | -0.00531  | -0.02     | 0.0122
flux_Nov17_14                 ( 1) | -3.04        | 0.0609    | -2.41     | 0.0405      | -0.39     | -0.412    | -0.0178   | 0.0872    | 0.135     | 0.029     | -9.06e-07 | -0.087    | -0.00555  | -0.0105   | 0.00511   | 0.0207    | 0.000877
BeRPA_D                       (-1) | -2.97        | 0.016     | -2.3      | -0.35       | -0.359    | 0         | -0.0117   | 0.0374    | 0.0979    | 0         | 0         | 0         | 0.00315   | -0.00535  | -0.00471  | -0.0549   | 0.00198
RecoEnergyInvSqrtFD           ( 1) | -2.42        | 0.0258    | -0.374    | -0.505      | -0.609    | -0.324    | -0.0156   | -0.616    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.616    | 0
ChargedHadRecoUncorrInvSqrtFD ( 1) | -2.39        | -0.00203  | -0.753    | -0.38       | -0.614    | -0.324    | -0.0293   | -0.291    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.291    | 0
BeRPA_B                       ( 1) | 2.34         | -0.0877   | 1.65      | 0.377       | 0.556     | 0         | 0.00333   | -0.149    | -0.144    | 0         | 0         | 0         | -0.00895  | -0.0717   | 0.0281    | 0.0621    | -0.014
MaNCRES                       ( 1) | 1.77         | 0         | 0         | 0           | 0         | 1.99      | 0         | -0.228    | 0         | -0.228    | 0         | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrInvSqrtFD         (-1) | 1.69         | -0.0284   | 0.107     | 0.383       | 0.469     | 0.177     | 0         | 0.584     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.584     | 0
RecoEnergyScaleFD             ( 1) | -1.64        | 0.0195    | -0.306    | -0.25       | -0.367    | -0.265    | -0.0156   | -0.456    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.456    | 0
ChargedHadRecoUncorrFD        (-1) | 1.62         | -0.00276  | 0.744     | 0.255       | 0.334     | 0.147     | 0         | 0.144     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.144     | 0
flux_Nov17_10                 ( 1) | 1.58         | 0.00246   | 0.966     | 0.217       | 0.272     | 0.242     | 0.0169    | -0.137    | -0.0805   | -0.0199   | 5.14e-07  | -0.0371   | -1.88e-08 | 2.46e-06  | 3.88e-08  | 2.59e-07  | -2.88e-08
nuenumu_xsec_ratio            (-1) | 1.41         | -0.134    | 0         | 0.503       | 0.595     | 0         | 0         | 0.442     | 0         | 0         | 0         | 0         | 0         | 0         | -0.217    | -0.0327   | 0.716
BeRPA_A                       ( 1) | 1.39         | -0.203    | 0.832     | 0.403       | 0.571     | 0         | 0.0113    | -0.222    | -0.175    | 0         | 0         | 0         | -0.0159   | -0.113    | 0.0425    | 0.0514    | -0.0122
FrAbs_N                       (-1) | -1.29        | 0.000311  | -0.995    | 0.0088      | -0.118    | -0.137    | -0.0469   | 0.000997  | 0.0612    | -0.00893  | -4.81e-07 | 0         | -0.00452  | 0.000773  | -0.0238   | -0.0393   | 0.016
EMRecoUncorrFD                ( 1) | -1.21        | 0.0305    | -0.0213   | -0.25       | -0.29     | -0.206    | 0         | -0.475    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.475    | 0
flux_Nov17_11                 (-1) | 1.2          | -0.00497  | 1.01      | 0.00904     | 0.16      | 0.0694    | -0.000742 | -0.0403   | -0.052    | -0.00048  | -3.05e-07 | 0.0126    | 0.00025   | 0.000827  | -0.000622 | -0.00112  | 0.000294
flux_Nov17_18                 ( 1) | 1.19         | -0.0204   | 1.17      | -0.0735     | -0.0411   | 0.11      | -0.00416  | 0.0429    | 0.00924   | -0.00415  | -8.11e-07 | 0.0328    | 4.59e-05  | 0.00434   | -0.00197  | 0.000907  | 0.00158
ChargedHadRecoUncorrSqrtFD    (-1) | 1.14         | 0.000443  | 0.498     | 0.255       | 0.223     | 0.0884    | 0         | 0.0723    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0723    | 0
CCQEPauliSupViaKF             (-1) | 1.07         | -0.258    | 0.596     | 0.46        | 0.478     | 0         | 0.0154    | -0.22     | -0.149    | 0         | -1.09e-06 | 0         | -0.0197   | -0.142    | 0.0568    | 0.0572    | -0.0241
EMRecoResFD                   ( 1) | -1.07        | -0.00686  | 0.0416    | -0.393      | -0.202    | -0.0295   | 0         | -0.48     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.48     | 0
FrElas_N                      (-1) | 0.974        | -0.0245   | 0.665     | 0.143       | 0.133     | 0.00834   | -0.00445  | 0.0543    | 0         | 0         | 0         | 0         | 0         | 0         | 0.0263    | -0.0191   | 0.047
E2p2h_A_nu                    ( 1) | -0.934       | 0         | -0.0378   | -0.313      | -0.741    | 0         | 0         | 0.157     | 0.157     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_19                 ( 1) | -0.924       | -0.0123   | -0.85     | 0.0169      | -0.0241   | -0.0702   | 0.00367   | 0.0116    | 0.0108    | 0.00157   | 4.51e-07  | 0.00366   | -0.000203 | -0.00467  | 0.00195   | 0.000121  | -0.0016
EMRecoUncorrSqrtFD            (-1) | 0.764        | -0.0206   | 0.0613    | 0.129       | 0.225     | 0.059     | 0         | 0.311     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.311     | 0
FrAbs_pi                      ( 1) | 0.678        | 0.00358   | 0.411     | 0.226       | 0.227     | -0.381    | -0.0211   | 0.213     | -0.0461   | 0.0556    | -2.32e-06 | 0         | -0.0282   | 0.101     | 0.0149    | 0.161     | -0.0469
C12ToAr40_2p2hScaling_nubar   ( 1) | 0.671        | -0.0383   | 0.525     | 0.203       | 0         | 0         | 0         | -0.0186   | 0         | 0         | 0         | 0         | -0.0066   | -0.04     | 0.00516   | 0.0259    | -0.00308
C12ToAr40_2p2hScaling_nu      ( 1) | 0.652        | 0         | 0.343     | 0.122       | 0.257     | 0         | 0         | -0.07     | -0.07     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArInvSqrtND      ( 1) | 0.638        | 0         | 0         | 0           | 0         | 0         | 0         | 0.638     | 0.131     | 0         | 0         | 0         | 0.501     | 0         | 0         | 0         | 0
MaCCRES                       ( 1) | 0.626        | -0.00154  | 0.515     | 0.0535      | 0.0618    | 0         | 0.0145    | -0.018    | -0.0204   | 0         | 2.28e-07  | 0         | 0.00231   | 0.0219    | -0.00335  | -0.0105   | -0.00791
flux_Nov17_9                  ( 1) | 0.625        | 0.0695    | 0.584     | -0.00256    | -0.0526   | 0.108     | 0.00105   | -0.0822   | 0.0137    | -0.0129   | -1.17e-07 | -0.085    | 0.000595  | 0.00342   | -0.00247  | -0.0012   | 0.00169
flux_Nov17_4                  ( 1) | 0.552        | -0.0121   | 0.158     | 0.221       | 0.252     | 0.0945    | 0.0123    | -0.174    | -0.0934   | 0.00115   | 1.63e-06  | -0.0815   | -0.000654 | -0.00199  | 0.00197   | 0.00096   | -0.00137
flux_Nov17_16                 (-1) | 0.55         | 0.0703    | 0.222     | -0.0897     | 0.459     | 0.0859    | 0.0106    | -0.208    | -0.132    | -0.00683  | -5.27e-07 | -0.0643   | 0.000811  | -0.00183  | 0.000476  | -0.00356  | -0.00128
ERecoScaleMuLArND             ( 1) | 0.543        | 0         | 0         | 0           | 0         | 0         | 0         | 0.543     | 0.118     | 0         | 0         | 0         | 0.421     | 0         | 0         | 0         | 0
RecoEnergySqrtFD              (-1) | 0.537        | -0.00845  | 0.13      | 0.129       | 0.133     | 0.0295    | 0         | 0.125     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0
Theta_Delta2Npi               ( 1) | 0.536        | -0.0018   | 0.403     | -0.0215     | 0.108     | 0.123     | 0.000753  | -0.0749   | -0.00983  | -0.0165   | 0         | 0         | -0.00423  | -0.0381   | -0.00381  | -0.0171   | 0.0145
E2p2h_B_nu                    (-1) | 0.517        | 0         | 0.0725    | 0.156       | 0.367     | 0         | 0         | -0.0787   | -0.0787   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArSqrtND         ( 1) | 0.464        | 0         | 0         | 0           | 0         | 0         | 0         | 0.464     | 0.11      | 0         | 0         | 0         | 0.35      | 0         | 0         | 0         | 0
flux_Nov17_1                  (-1) | -0.458       | -0.0129   | -0.458    | 0.0184      | -0.00173  | -0.0151   | 0.00304   | 0.00798   | 0.0026    | -0.000195 | 5.31e-07  | 0.00742   | -5.04e-05 | -0.00224  | 0.000562  | 0.000278  | -0.000392
ChargedHadRecoUncorrInvSqrtND (-1) | -0.45        | 0         | 0         | 0           | 0         | 0         | 0         | -0.45     | -0.168    | -0.0919   | 2.02e-05  | 0         | -0.195    | 0         | 0         | 0         | 0
flux_Nov17_12                 (-1) | 0.419        | -0.000383 | 0.168     | 0.111       | 0.0288    | 0.14      | 0.00909   | -0.0374   | -0.0126   | -0.0151   | -5.25e-08 | -0.00814  | 0.000333  | -0.000898 | -0.00036  | -0.000318 | -0.000405
FrInel_N                      ( 1) | -0.415       | 0.00211   | -0.251    | 0.108       | 0.0272    | -0.222    | -0.0616   | -0.0165   | 0.019     | -0.027    | -9.88e-07 | 0         | -0.00168  | 0.0489    | -0.026    | -0.0286   | -0.000444
flux_Nov17_20                 ( 1) | -0.403       | -0.0373   | -0.406    | 0.000234    | 0.0468    | -0.0308   | -6.62e-05 | 0.0236    | -0.0122   | 8.39e-05  | -1.7e-07  | 0.0358    | 0.000279  | 0.00112   | -0.000412 | -0.000974 | 0.000119
FrInel_pi                     ( 1) | -0.398       | -0.00617  | -0.28     | -0.187      | -0.173    | 0.404     | -0.0155   | -0.14     | 0.0249    | -0.0156   | 2.37e-06  | 0         | 0.0402    | -0.108    | -0.00827  | -0.124    | 0.0513
flux_Nov17_22                 ( 1) | 0.337        | 0.00809   | 0.237     | -0.0217     | 0.0802    | 0.0388    | -0.0039   | -0.00145  | -0.0185   | -0.00205  | -5.18e-07 | 0.0153    | 0.00081   | 0.006     | -0.00275  | -0.0019   | 0.00165
flux_Nov17_21                 ( 1) | 0.327        | -0.0252   | 0.333     | -0.012      | -0.0486   | 0.0302    | -0.00268  | 0.0521    | 0.014     | -0.00159  | 1.09e-06  | 0.0371    | 5.4e-05   | 0.0022    | -0.00109  | 0.000566  | 0.000773
E2p2h_A_nubar                 (-1) | 0.31         | -0.155    | 0.0921    | 0.404       | 0         | 0         | 0         | -0.0306   | 0         | 0         | 0         | 0         | -0.025    | -0.0671   | 0.014     | 0.065     | -0.0182
ChargedHadRecoUncorrND        (-1) | -0.31        | 0         | 0         | 0           | 0         | 0         | 0         | -0.31     | -0.124    | -0.0766   | 2.02e-05  | 0         | -0.112    | 0         | 0         | 0         | 0
ChargedHadRecoResFD           ( 1) | -0.286       | -0.00136  | -0.145    | 0           | -0.102    | 0         | 0         | -0.0373   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | -0.0373   | 0
flux_Nov17_15                 (-1) | 0.276        | 0.00447   | 0.0908    | -0.0103     | 0.0599    | 0.208     | 0.0269    | -0.104    | -0.0179   | -0.0251   | -2.65e-08 | -0.0546   | 0.000832  | -0.00249  | 0.00151   | -0.004    | -0.00228
E2p2h_B_nubar                 (-1) | 0.265        | -0.0759   | 0.141     | 0.213       | 0         | 0         | 0         | -0.0135   | 0         | 0         | 0         | 0         | -0.0119   | -0.0315   | 0.00599   | 0.0321    | -0.00833
RecoEnergyInvSqrtND           (-1) | -0.254       | 0         | 0         | 0           | 0         | 0         | 0         | -0.254    | -0.0941   | -0.0759   | 1.99e-05  | 0         | -0.0855   | 0         | 0         | 0         | 0
flux_Nov17_26                 ( 1) | -0.214       | 0.0188    | -0.213    | -0.0199     | 0.0214    | 0.00413   | -0.000379 | -0.0246   | -0.00512  | -0.00227  | -9.53e-08 | -0.019    | 0.000535  | 0.00335   | -0.00118  | -0.00142  | 0.000559
flux_Nov17_23                 (-1) | 0.212        | -0.00491  | 0.158     | 0.0138      | 0.00639   | 0.0227    | -0.00366  | 0.0199    | -0.0029   | -0.00152  | -8.62e-08 | 0.0212    | 0.000598  | 0.00477   | -0.00215  | -0.00138  | 0.00128
flux_Nov17_6                  (-1) | -0.206       | -0.0168   | -0.199    | 0.00222     | 0.0192    | -0.0241   | 0.000845  | 0.0114    | -0.00868  | 0.00225   | 6.04e-08  | 0.0177    | -1.75e-06 | -9.98e-05 | 0.000477  | 0.000171  | -0.000418
NR_nubar_n_NC_2Pi             ( 1) | 0.204        | 0         | 0         | 0           | 0         | 0.251     | 0         | -0.0464   | 0         | -0.0464   | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_1Pi             (-1) | -0.191       | 0.00878   | -0.176    | 0           | 0         | 0         | -0.0078   | -0.0158   | 0         | 0         | 2.58e-07  | 0         | 0.00329   | -0.0825   | 0.0184    | 0.0595    | -0.014
ChargedHadRecoUncorrSqrtND    (-1) | -0.179       | 0         | 0         | 0           | 0         | 0         | 0         | -0.179    | -0.0664   | -0.0533   | 2.02e-05  | 0         | -0.0605   | 0         | 0         | 0         | 0
FrCEx_pi                      ( 1) | -0.171       | 0.00237   | -0.0833   | -0.0734     | -0.0569   | 0.0479    | 0.0283    | -0.0356   | 0.016     | -0.0155   | -7.39e-07 | 0         | -0.00341  | 0.00131   | -0.0206   | -0.02     | 0.00666
NR_nubar_n_CC_1Pi             (-1) | -0.156       | 0.00262   | -0.0949   | 0           | 0         | 0         | -0.0424   | -0.0217   | 0         | 0         | 1.94e-07  | 0         | -0.00279  | -0.0453   | 0.026     | 0.00765   | -0.00721
RecoEnergyScaleND             (-1) | -0.153       | 0         | 0         | 0           | 0         | 0         | 0         | -0.153    | -0.0518   | -0.0496   | 1.99e-05  | 0         | -0.0522   | 0         | 0         | 0         | 0
flux_Nov17_24                 ( 1) | 0.149        | 0.0328    | 0.0997    | -0.00769    | 0.0535    | 0.0169    | 0.000956  | -0.0472   | -0.0134   | -0.00103  | 4.51e-07  | -0.0328   | 3.72e-05  | 0.000124  | 2.51e-05  | -9.68e-05 | -0.000126
NR_nu_n_NC_1Pi                (-1) | -0.142       | 0         | 0         | 0           | 0         | -0.148    | 0         | 0.00596   | 0         | 0.00596   | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_17                 (-1) | 0.134        | 0.0765    | 0.136     | 0.103       | -0.318    | 0.171     | 0.0153    | -0.049    | 0.0854    | -0.0173   | -6.88e-08 | -0.115    | 0.000289  | 0.00043   | 7.97e-05  | -0.00121  | -0.000226
NR_nu_p_NC_1Pi                (-1) | -0.134       | 0         | 0         | 0           | 0         | -0.132    | 0         | -0.00138  | 0         | -0.00138  | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_25                 ( 1) | -0.122       | 0.0359    | -0.125    | 0.00235     | -0.077    | 0.0564    | 0.00176   | -0.017    | 0.0247    | -0.00661  | -2.33e-07 | -0.0384   | 0.000169  | 0.00334   | -0.00114  | 0.000346  | 0.000705
MuonRecoResND                 (-1) | -0.121       | 0         | 0         | 0           | 0         | 0         | 0         | -0.121    | 0.00561   | -0.127    | 1.47e-05  | 0         | -0.000162 | 0         | 0         | 0         | 0
NR_nubar_n_NC_1Pi             (-1) | -0.113       | 0         | 0         | 0           | 0         | -0.133    | 0         | 0.0192    | 0         | 0.0192    | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrCEx_N                       ( 1) | -0.109       | -0.0175   | -0.166    | -0.0134     | -0.00535  | 0.0506    | 0.00909   | 0.0333    | 0.0333    | 0.0111    | -7.49e-07 | 0         | -0.00297  | -0.0564   | 0.0183    | -0.0243   | 0.0536
NR_nu_p_CC_2Pi                (-1) | -0.107       | 0         | -0.0756   | 0           | -0.0595   | 0         | 0         | 0.028     | 0.028     | 0         | 2.82e-07  | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArFD             (-1) | 0.105        | 0         | 0         | 0           | 0         | 0         | 0.105     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
ERecoScaleMuLArInvSqrtFD      (-1) | 0.105        | 0         | 0         | 0           | 0         | 0         | 0.105     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NuOnENCBkgSyst                ( 1) | -0.101       | 0         | 0         | 0           | 0         | 0         | 0         | -0.101    | 0         | -0.101    | 0         | 0         | 0         | 0         | 0         | 0         | 0
FrPiProd_N                    (-1) | 0.0974       | 0.00038   | 0.0892    | 0.00406     | 0.0161    | -0.0341   | 0.00468   | 0.0171    | 0.00207   | -0.000787 | 3.88e-12  | 0         | -0.00107  | 0.00652   | 0.000759  | 0.01      | -0.000456
MvNCRES                       ( 1) | 0.0942       | 0         | 0         | 0           | 0         | 0.11      | 0         | -0.0156   | 0         | -0.0156   | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_n_CC_2Pi             ( 1) | 0.0913       | 0.00267   | 0.0692    | 0           | 0         | 0         | 0.0288    | -0.00934  | 0         | 0         | 0         | 0         | 0.0031    | 0.0605    | -0.0187   | -0.0563   | 0.00224
BhtBY                         (-1) | 0.0872       | 0.000461  | -0.00785  | 0.0209      | 0.0331    | 0.0329    | 0         | 0.00783   | -0.00299  | 2.65e-05  | -4.05e-08 | 0         | -3.5e-05  | 0.00479   | -0.00317  | 0.0101    | -0.000917
NR_nu_p_CC_3Pi                ( 1) | 0.0857       | 0         | 0.0162    | 0.0678      | 0.0137    | 0         | 0         | -0.0119   | -0.0119   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
CV1uBY                        (-1) | 0.0781       | 9.98e-06  | 0.017     | 0.0252      | 0.0235    | 0.0144    | 0         | -0.00211  | -0.00196  | -8.32e-05 | 0         | 0         | -2.48e-05 | 0.00151   | -0.000215 | -0.00154  | 0.0002
NR_nu_p_NC_2Pi                (-1) | -0.0746      | 0         | 0         | 0           | 0         | -0.0779   | 0         | 0.00331   | 0         | 0.00331   | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_NC_2Pi                (-1) | -0.0715      | 0         | 0         | 0           | 0         | -0.0737   | 0         | 0.00217   | 0         | 0.00217   | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_CC_2Pi                (-1) | -0.0691      | 0         | -0.0463   | 0           | -0.0474   | 0         | 0         | 0.0246    | 0.0246    | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_NC_1Pi             (-1) | -0.0689      | 0         | 0         | 0           | 0         | -0.133    | 0         | 0.0638    | 0         | 0.0638    | 0         | 0         | 0         | 0         | 0         | 0         | 0
CV2uBY                        ( 1) | 0.0682       | 8.69e-06  | 0.0149    | 0.022       | 0.0205    | 0.0126    | 0         | -0.00184  | -0.00172  | -7.19e-05 | 0         | 0         | -2.17e-05 | 0.00132   | -0.000188 | -0.00134  | 0.000175
NR_nu_np_CC_1Pi               ( 1) | 0.0604       | 0         | 0.0284    | 0.0057      | 0.0336    | 0         | 0         | -0.00717  | -0.00717  | 0         | 1.63e-07  | 0         | 0         | 0         | 0         | 0         | 0
AhtBY                         ( 1) | 0.056        | 0.000261  | -0.000832 | 0.0114      | 0.0218    | 0.0198    | 0         | 0.00361   | -0.00191  | -4.76e-05 | -1.62e-08 | 0         | 4.1e-06   | 0.00225   | -0.00145  | 0.00554   | -0.000777
RecoEnergySqrtND              (-1) | -0.0525      | 0         | 0         | 0           | 0         | 0         | 0         | -0.0525   | -0.0182   | -0.0192   | -4.15e-06 | 0         | -0.0153   | 0         | 0         | 0         | 0
flux_Nov17_2                  ( 1) | -0.0497      | 0.00201   | -0.0183   | -0.0263     | -0.0097   | -0.00434  | -0.000688 | 0.0076    | 0.00646   | 0.000667  | -1.8e-07  | 0.000454  | -3.82e-05 | -4.74e-05 | 2.2e-05   | 0.000152  | -8.74e-05
VecFFCCQEshape                ( 1) | 0.0454       | 0.00691   | 0.166     | -0.0721     | -0.0499   | 0         | -0.0101   | 0.00499   | 0.00631   | 0         | 0         | 0         | 0.000132  | -0.00209  | -0.00167  | 0.00285   | -0.000545
nuenuebar_xsec_ratio          (-1) | 0.0406       | -0.0804   | 0         | 0.0632      | -0.186    | 0         | 0         | 0.243     | 0         | 0         | -6.48e-08 | 0         | 0         | 0         | 0.00203   | 0.00922   | 0.232
flux_Nov17_5                  ( 1) | -0.0397      | 0.0586    | -0.00229  | 0.00207     | -0.00083  | -0.000274 | -7.03e-05 | -0.0969   | 0.000318  | 0.000326  | 4.71e-08  | -0.105    | 1.22e-05  | 0.00736   | -1.63e-05 | -4.04e-05 | 5.58e-06
FrPiProd_pi                   (-1) | 0.0363       | 3.23e-05  | 0.0121    | 0.0038      | 0.00786   | 0.00513   | 0         | 0.00742   | -0.000237 | 0.00161   | -3.79e-07 | 0         | -0.00106  | 0.00262   | 0.000832  | 0.002     | 0.00165
flux_Nov17_0                  ( 1) | 0.0349       | 0.00684   | -0.0104   | -0.000736   | -0.000143 | 0.00157   | -0.000244 | 0.038     | 0.000189  | 0.0004    | 4.9e-07   | 0.0424    | -0.000252 | -0.00503  | -6.91e-05 | 0.000195  | 1.01e-05
NR_nubar_n_NC_3Pi             (-1) | -0.0302      | 0         | 0         | 0           | 0         | -0.0442   | 0         | 0.014     | 0         | 0.014     | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_NC_2Pi             (-1) | -0.0282      | 0         | 0         | 0           | 0         | -0.043    | 0         | 0.0148    | 0         | 0.0148    | 0         | 0         | 0         | 0         | 0         | 0         | 0
NR_nu_n_NC_3Pi                (-1) | -0.0277      | 0         | 0         | 0           | 0         | -0.0295   | 0         | 0.00174   | 0         | 0.00174   | 0         | 0         | 0         | 0         | 0         | 0         | 0
EMRecoUncorrInvSqrtND         ( 1) | 0.0274       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0274    | 0.0116    | 0.00287   | 3.61e-06  | 0         | 0.0129    | 0         | 0         | 0         | 0
flux_Nov17_27                 (-1) | -0.0232      | -0.00973  | 0.000542  | -0.0269     | 0.0497    | -0.0243   | -0.00143  | -0.0111   | -0.0185   | 0.00219   | 2.78e-07  | 0.00516   | 4.36e-05  | 0.000231  | 0.000179  | -0.000205 | -0.000171
FrElas_pi                     ( 1) | -0.0207      | -0.000625 | -0.0505   | 0.0431      | -0.00353  | 0.003     | -0.00235  | -0.00985  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0127    | -0.0234   | 0.000833
flux_Nov17_3                  ( 1) | 0.0172       | 0.0116    | -0.00147  | 0.0168      | -0.00593  | 0.000111  | -0.00023  | -0.00372  | 0.00209   | 0.000377  | 2.94e-07  | -0.00505  | -0.000101 | -0.000997 | 3.93e-05  | -2.59e-05 | -7.41e-05
NR_nu_n_CC_3Pi                (-1) | -0.0171      | 0         | -0.0159   | 0           | -0.0143   | 0         | 0         | 0.0131    | 0.0131    | 0         | -5.14e-08 | 0         | 0         | 0         | 0         | 0         | 0
NR_nubar_p_CC_2Pi             ( 1) | 0.017        | 0.00114   | 0.0446    | 0           | 0         | 0         | 0         | -0.0288   | 0         | 0         | 0         | 0         | -0.00182  | 0.0421    | -0.0139   | -0.0544   | -0.000287
ERecoScaleMuLArSqrtFD         ( 1) | -0.0156      | 0         | 0         | 0           | 0         | 0         | -0.0156   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0
flux_Nov17_8                  ( 1) | -0.0153      | -0.00867  | -0.021    | 0.00482     | 0.00478   | -0.0078   | -0.000579 | 0.0131    | -0.00201  | 0.000913  | -1.89e-07 | 0.0147    | 2.2e-05   | -0.000113 | -0.000236 | -0.000395 | 0.000261
EMRecoUncorrND                ( 1) | 0.0152       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0152    | 0.00672   | -0.000343 | 3.61e-06  | 0         | 0.00883   | 0         | 0         | 0         | 0
EMRecoUncorrSqrtND            ( 1) | 0.0101       | 0         | 0         | 0           | 0         | 0         | 0         | 0.0101    | 0.00239   | 0.00188   | 2.15e-06  | 0         | 0.00579   | 0         | 0         | 0         | 0
NR_nubar_p_NC_3Pi             (-1) | 0.00808      | 0         | 0         | 0           | 0         | 0         | 0         | 0.00808   | 0         | 0.00808   | 0         | 0         | 0         | 0         | 0         | 0         | 0
ChargedHadRecoResND           (-1) | -0.00729     | 0         | 0         | 0           | 0         | 0         | 0         | -0.00729  | -0.00752  | 0.000683  | -8.04e-06 | 0         | -0.000451 | 0         | 0         | 0         | 0
NR_nubar_p_CC_3Pi             (-1) | 0.00672      | -0.000201 | -0.00663  | 0           | 0         | 0         | 0         | 0.0135    | 0         | 0         | 2.62e-08  | 0         | 0.000253  | -0.0206   | 0.012     | 0.0237    | -0.00175
NR_nu_p_NC_3Pi                ( 1) | -0.00654     | 0         | 0         | 0           | 0         | 0         | 0         | -0.00654  | 0         | -0.00654  | 0         | 0         | 0         | 0         | 0         | 0         | 0
EMRecoResND                   (-1) | 0.00549      | 0         | 0         | 0           | 0         | 0         | 0         | 0.00549   | 0.00137   | 0.00165   | 1.47e-05  | 0         | 0.00245   | 0         | 0         | 0         | 0
flux_Nov17_7                  (-1) | -0.00258     | -0.0567   | -0.0296   | -0.00128    | -0.00969  | -0.00352  | 0.000146  | 0.0981    | 0.00216   | -0.000335 | -3.48e-07 | 0.104     | 1.27e-05  | -0.00724  | -3.21e-05 | -0.000174 | 3.27e-05
NR_nubar_n_CC_3Pi             (-1) | 0.00135      | 0.000383  | -0.0179   | 0           | 0         | 0         | 0         | 0.0189    | 0         | 0         | 0         | 0         | -0.00189  | -0.0367   | 0.0258    | 0.0377    | -0.0058
NuOnERecoEffSyst              ( 1) | 2.11e-05     | 0         | 0         | 0           | 0         | 0         | 0         | 2.11e-05  | 0         | 0         | 0         | 0         | 0         | 2.11e-05  | 0         | 0         | 0
NuOnECCBkgSyst                (-1) | -6.25e-06    | 0         | 0         | 0           | 0         | 0         | 0         | -6.25e-06 | 0         | 0         | -6.25e-06 | 0         | 0         | 0         | 0         | 0         | 0

= Evis bin 2: 0.5 - 1GeV =
Syst (sigma) \ impact (%)          | TotPRISMpred | FluxCorr  | FDnuTauCC | FDintrinsic | FD WS bkg | FD NC bkg | FD WL bkg | NDdataLC  | Sub ND WS | Sub ND NC | Sub ND WL | LCwgtCalc | ND Unfold | NDEffCorr | FDEffCorr | FD Smear  | XsecCorr
MaCCQE                        ( 1) | 4.33         | -0.0288   | 0.88      | 2.26        | 1.91      | 0         | -0.047    | -0.648    | -0.961    | 0         | 0         | 0         | 0.0496    | 0.0706    | 0.0969    | 0.138     | -0.0334
